Epoch,Train Loss,Train Acc,Val Loss,Val Acc,Epoch Time (s),Cumulative Time (s),Avg Batch Time (s),Num Batches,Learning Rate,Memory (MB)
1,0.39352673804848504,0.8739765803503428,0.19628785502025858,0.9381785714285714,41.91614294052124,41.91614294052124,0.027319462355637678,1313,0.001,223.03515625
2,0.15325078504622516,0.9513064287197951,0.1284970463771994,0.9615714285714286,43.202271461486816,85.11841440200806,0.028316770903681038,1313,0.001,223.03515625
3,0.11165827439717739,0.9637540677144638,0.11663189677071448,0.9633095238095238,43.77292561531067,128.89134001731873,0.02860800328367281,1313,0.001,223.03515625
4,0.08653755043580084,0.9726554386207852,0.10437684670261418,0.9685714285714286,43.46056008338928,172.351900100708,0.02843528781696212,1313,0.001,223.03515625
5,0.06561925664253467,0.9786293533199475,0.0940693624795337,0.9698214285714286,43.888585805892944,216.24048590660095,0.028725678196229374,1313,0.001,223.03515625
