model,pct_5,pct_20,pct_100,relative_drop,total_time_s
resnet50,57.09491850431448,74.25695110258869,86.0019175455417,0.3361204013377926,1049.8505795001984
inception_v3,34.18024928377779,69.99041227229147,86.81687440076702,0.6062948646827141,1158.945166349411
densenet121,65.34036433365293,80.63279002876318,90.12464046021093,0.2749999999999999,931.8606998920441
