model,clean_acc,gaussian_0.05_acc,gaussian_0.05_ce,gaussian_0.05_rr,gaussian_0.10_acc,gaussian_0.10_ce,gaussian_0.10_rr,gaussian_0.20_acc,gaussian_0.20_ce,gaussian_0.20_rr,motion_blur_acc,motion_blur_ce,motion_blur_rr,brightness_dark_acc,brightness_dark_ce,brightness_dark_rr,brightness_bright_acc,brightness_bright_ce,brightness_bright_rr
resnet50,85.81016299137104,15.963566636136257,0.8403643336386375,0.18603351956972197,4.410354745925216,0.9558964525407478,0.05145413870246086,3.6912751677852347,0.9630872483221476,0.04301675977653631,29.242569511025888,0.7075743048897412,0.3411633109619687,83.07766059443912,0.1692233940556087,0.9681564245810057,82.02301054650047,0.17976989453499526,0.9558659217877095
inception_v3,87.63183125599232,79.29050814956855,0.2070949185043145,0.9048140043763677,64.47746883988495,0.35522531160115056,0.7353745215965009,26.414189839865994,0.7358581016013401,0.30142231950744236,39.213806330757656,0.6078619366924234,0.44748358865405075,82.64621284755513,0.17353787152444866,0.9431072210065646,83.98849472674976,0.16011505273250237,0.9579004920721705
densenet121,90.12464046021093,5.704697986577181,0.9429530201342282,0.06329787234042554,2.876318312559923,0.9712368168744008,0.031914893617021274,3.0201342281879193,0.9697986577181208,0.03351063829787234,14.23777564717162,0.8576222435282838,0.15797872340425534,85.3307766059444,0.14669223394055608,0.946808510638298,84.51581975071907,0.1548418024928092,0.9377659574468085
