model,best_val_acc,total_training_time,train_pass_time,val_pass_time,data_fetch_time,dataset_setup_time,avg_epoch_time
resnet50,85.81016299137104,566.1312596797943,401.6882653236389,164.44178891181946,30.728603839874268,0.021305561065673828,18.87104198932648
inception_v3,87.63183125599232,728.9948470592499,535.9585947990417,193.03517699241638,108.9148416519165,0.021566152572631836,24.29982823530833
densenet121,90.12464046021093,599.8593554496765,426.1049020290375,173.7534487247467,31.812039852142334,0.021245479583740234,19.99531184832255
